,Unnamed: 0,id,title,body,link,rating,verified_purchase,helpful_votes,year,month,version,bd_cleaned,sw_removed,stemmed
231,231,R1UKMFJ4BMY4F2,Love Roku products,This is the second Roku I own and I couldn’t be happier. Super easy to set up and it offers all that I need for my streaming services also includes free apps which is perfect for those like myself who has gotten rid of cable.,https://www.amazon.com/gp/customer-reviews/R1UKMFJ4BMY4F2?ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,these are supposed to more convenient than a s t tv this hasn t been my experience some apps take too much time to load especially now that they require an sd card occasionally the volume will go out and you have to unplug it that s off the top of my head there s other inconveniences,supposed convenient experience apps take much time load especially require sd card occasionally volume go unplug top head inconveniences,suppos conveni experi app take much time load especi requir sd card occasion volum go unplug top head inconveni
232,232,R2MT79A3SYZKN,Great product,Streaming movies,https://www.amazon.com/gp/customer-reviews/R2MT79A3SYZKN?ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,i m a retiree and saving money is just something i have to do the roku device and an internet connection is all that you need for good tv costly cable bills will be a thing of the past for everyone soon enough i get the same channels with roku for a month that my cable company was charging me a month for the silver package i possibly get more channels with the roku as i have so much more to download when the time comes,retiree saving money something device internet connection need good costly cable bills thing past everyone soon enough get channels month cable company charging month silver package possibly get channels much download time comes,retire save money someth devic internet connect need good costli cabl bill thing past everyon soon enough get channel month cabl compani charg month silver packag possibl get channel much download time come
233,233,R1ZSFR18S3SASF,Rook ultra,Very disappointing! It did not work well at all.,https://www.amazon.com/gp/customer-reviews/R1ZSFR18S3SASF?ASIN=B08G9TJWW9,2,True,2.0,2021,12,O.S.10.5,i love the find your remote feature super handy i love the voice controls but i wish they could handle more complex commands what i also really like is that this ones remote has a little weight to it it feels good to hold and the buttons are easier to memorize by feel than other roku remotes i ve had i m loving this version,love find remote feature super handy love voice controls wish could handle complex commands also really like ones remote little weight feels good hold buttons easier memorize feel remotes loving version,love find remot featur super handi love voic control wish could handl complex command also realli like one remot littl weight feel good hold button easier memor feel remot love version
234,234,R169LHTJMRYQW2,Roku has the worst customer service on earth!,"I have several of these and when they work properly they are great. If you get one that does not, God help you if you need to talk to Roku. You can't find a phone number on their website and when you finally manage to find it, you get another country and I got bounced around 4 times without resolution. Never had such bad customer support. With this kind of customer support, I would never buy another product from them.",https://www.amazon.com/gp/customer-reviews/R169LHTJMRYQW2?ASIN=B08G9TJWW9,1,True,3.0,2021,12,O.S.10.5,this is the only streaming device that you need and best of all is super cheap dont get an apple tv just buy this one it has everything you need hdr dolby vision and dolby audio,streaming device need best super cheap dont get apple buy one everything need hdr dolby vision dolby audio,stream devic need best super cheap dont get appl buy one everyth need hdr dolbi vision dolbi audio
235,235,RLC2F8BPFY8KR,WARNING - NO SD Card slot included in this version of the Ultra,"The removal of the SD card slot is not disclosed in the product listing, and should me imo. Previous ultra models had card slots, and this was important to reduce reload (which slows UI/channel load time performance significantly) & and potentially to need to sign in again (which is slow and a bit of a pain, given the lack of support for a true keyboards). Also (as with all Rokus), no built in web browser. (There are work arounds, but they are clumsy.) And no physical keyboard - even on the phone remote app where it would seem to be really easy and natural. Also, there is not way to clone or copy a set of apps and channels from one Roku to another. This 05 not sound like much of a problem, but if you move have to replace a Roku (2 moves, and 3 box replacements for me over ~12 years) you will have to manually reload each of your channels individually, and resign in and re-authenticate to each one. And if you have more than one Roku and use them as your main streamers with cable service which includes multiple premium channels, or if you have more than one subscription service, be aware that you 05 have to sign in and re-authenticate for each channel which depends on your main subscription - on each Roku. So if you have 3 TVs with and a cable service like Charter/Spectrum, plan on spending significant time (re)subscribing to/activating multiple channels on multiple Rokus. Not a deal breaker for sure, but certainly a nuisance, esp after you do it a few times - which is likely in my experience. Other than that it's a 12ent streamer with, just OK UI performance (sluggish at times, esp if a channel has to reload), but support for one of the widest sets of channel options.",https://www.amazon.com/gp/customer-reviews/RLC2F8BPFY8KR?ASIN=B08G9TJWW9,3,True,2.0,2021,12,O.S.10.5,upgraded to this model though i had no issue with my older models now after months it will not display any picture just sound i even purchased a new hdmi cable to no avail i cannot return it so now i am stuck with a non working streaming device supposed to be a known issue on older models yet mine is brand new,upgraded model though issue older models months display picture sound even purchased new hdmi cable avail cannot return stuck non working streaming device supposed known issue older models yet mine brand new,upgrad model though issu older model month display pictur sound even purchas new hdmi cabl avail cannot return stuck non work stream devic suppos known issu older model yet mine brand new
236,236,R1QE7ARW7LPGZJ,Roku Support Sucks!!!,"Let me start out by saying when the two units worked they worked great. No issues with the WiFi or wired connections, picture looked great on all the TVs I tried them on. Then at the 6 month 03k for one of them and just under a year for the other all hell broke loose. One unit the HDMI port stopped working all together. Obviously it was outside the return time frame for Amazon. The other unit the wired Ethernet port stopped working. So I was forced to use WiFi which would be fine expect i purposely ran Ethernet cable to that spot to be hard wired in and for $99 units I expect things to work for more than a year. Now to the bigger issue. Obviously Amazon can’t do anything for me because it’s a Roku product and it’s outside the return window. So I contact Roku and it has been 3 months of emailing them back and forth. There is NO customer support phone number to speak to anyone. And after I finally get them to understand that these units are defective and agree to replace them I send them back to Roku on my own dime and they send my replacement units to TX. I live on the east coast of the USA so idk where they got an address for TX from. So anyone still reading this just be aware that these units could possibly stop working or parts die and there are the hassles you will be dealing with.",https://www.amazon.com/gp/customer-reviews/R1QE7ARW7LPGZJ?ASIN=B08G9TJWW9,1,True,,2021,12,O.S.10.5,great device easy to use the earphones are a nice feature but they really go thru batteries quickly a rechargeable device would be nice or the ability to cast to bluetooth earbuds the mute bottom is too easy to hit when just picking up the remote,great device easy use earphones nice feature really go thru batteries quickly rechargeable device would nice ability cast bluetooth earbuds mute bottom easy hit picking remote,great devic easi use earphon nice featur realli go thru batteri quickli recharg devic would nice abil cast bluetooth earbud mute bottom easi hit pick remot
237,237,R3Q1HQVBN9ANL3,Very convenient with the headphone jack,This is a nice addition with the headphone jack. I can change back and forth between using the earbuds or not when my husband is sleeping so I don't wake him up! The voice recognition is very nice also.,https://www.amazon.com/gp/customer-reviews/R3Q1HQVBN9ANL3?ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,we got it about days ago and it is already having issues we have had to restart it multiple times out of no where it will stop recognizing the hdmi it came with like what the heck this roku ultra is trash and come to find out the only system they have that they have not done any updates on despite man issues with it don t waist the money,got days ago already issues restart multiple times stop recognizing hdmi came like heck ultra trash come find system done updates despite man issues waist money,got day ago alreadi issu restart multipl time stop recogn hdmi came like heck ultra trash come find system done updat despit man issu waist money
238,238,R36LWTBHLLBGFA,06k,Worked for about a month then started getting the message HDCP not supported. Sometimes it would go to purple screen. Tried the ridiculous online fix attempt from roku. What a joke. Tried another roku. Same thing. Obviously roku doesn't care about their customers. Sending them all back!,https://www.amazon.com/gp/customer-reviews/R36LWTBHLLBGFA?ASIN=B08G9TJWW9,1,True,,2021,12,O.S.10.5,my older s t tv wasn t quite s t enough i didn t want to waste the whole tv so i got this roku it streams everything i currently want and has regular software updates which will ad more apps as they are introduced unlike my sort of s t tv that is stuck at whatever was out years ago an added benefit is the headphone jack on the small and easy to use remote i have occasionally wanted to listen to tv without bothering anyone else so i can easily do this with wired headphones i can slip the remote into my pocket and still walk around and to my surprise the sound delivered to my high end wired headphones was movie theater quality the quality of your headphones will determine how great the sound is coming from that little remote but just so you know it can be amazing,older quite enough want waste whole got streams everything currently want regular software updates ad apps introduced unlike sort stuck whatever years ago added benefit headphone jack small easy use remote occasionally wanted listen without bothering anyone else easily wired headphones slip remote pocket still walk around surprise sound delivered high end wired headphones movie theater quality quality headphones determine great sound coming little remote know amazing,older quit enough want wast whole got stream everyth current want regular softwar updat ad app introduc unlik sort stuck whatev year ago ad benefit headphon jack small easi use remot occasion want listen without bother anyon els easili wire headphon slip remot pocket still walk around surpris sound deliv high end wire headphon movi theater qualiti qualiti headphon determin great sound come littl remot know amaz
239,239,R34FGXE0GHU8G5,Atmos music failure.,"Amazon music, no, they restrict it. Apple, no. Tidal, crashes, and when it does play, nothing in the surrounds. Certainly a problem w this device, as I open the same tidal app on the Roku tv, sound from surrounds...but that tv is not capable of Atmos. Same w Spotify, the Ulta doesn't send sound to the rear speakers. This device does give access to Atmos in movies, but completely fails in music, my reason for buying.",https://www.amazon.com/gp/customer-reviews/R34FGXE0GHU8G5?ASIN=B08G9TJWW9,2,True,,2021,12,O.S.10.5,bought to use with the s t tv easy setup and very functional,bought use easy setup functional,bought use easi setup function
240,240,RD7DYBJ7QMXMS,Barely Worked,"I rarely write reviews. I had high hopes for the product but it was glitchy at best. Apps would get stuck in load screen, constant restarting to stream any type of video. It would stop mid stream, I know it's not my internet/bandwidth. I have 1000mbps up/down. The constant resetting of the device made it practically unusable. Avoid this product like the plague. Returned it ASAP.",https://www.amazon.com/gp/customer-reviews/RD7DYBJ7QMXMS?ASIN=B08G9TJWW9,1,True,,2021,12,O.S.10.5,this roku allows use of any streaming service you can think of in one small fast and reliable device we have used the previous version of this roku with our living room tv for years still do and it still works great in our bedroom we were using an xbox as a streaming device we had wireless connectivity problems constantly we replaced it with this roku and now have no more connection issues we were also able to get rid of a large tv remote and a clunky xbox controller and replace them both with the compact roku remote,allows use streaming service think one small fast reliable device used previous version living room years still still works great bedroom using xbox streaming device wireless connectivity problems constantly replaced connection issues also able get rid large remote clunky xbox controller replace compact remote,allow use stream servic think one small fast reliabl devic use previou version live room year still still work great bedroom use xbox stream devic wireless connect problem constantli replac connect issu also abl get rid larg remot clunki xbox control replac compact remot
241,241,R2C62124L13LE0,Better than Cable,"First time using a service like this as opposed to Cable. Streaming is lightening fast and interface is very straightforward and simple. Wish the remote came with, but we bought separately and it was well worth it. Highly recommend Roku!",https://www.amazon.com/gp/customer-reviews/R2C62124L13LE0?ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,had this product ordered new worked only months now i have a problem says hdmi you hear sound but don t see any picture it is now past the return date should have lasted longer also now amazon prime says its out of date with their programing so i can t use it to watch movies through them but they have new roku s on sale lol,product ordered new worked months problem says hdmi hear sound see picture past return date lasted longer also prime says date programing use watch movies new sale lol,product order new work month problem say hdmi hear sound see pictur past return date last longer also prime say date program use watch movi new sale lol
242,242,R14G6399BEAAPP,Great addition for streaming,Easy set up except for the remote. The app options are superb. The Ultra is very much worth the extra dollars.,https://www.amazon.com/gp/customer-reviews/R14G6399BEAAPP?ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,was hesitant at first to spend as much money as i did for this item but it is well worth it i was easily able to hook it up and use it speeds are out of this world fast delivery made me very happy,hesitant first spend much money item well worth easily able hook use speeds world fast delivery made happy,hesit first spend much money item well worth easili abl hook use speed world fast deliveri made happi
243,243,R38KI7QWZTCYXT,Much faster response than Roku 2,Easy setup. Voice operation a big plus! Streaming quality better and faster switching between channels.,https://www.amazon.com/gp/customer-reviews/R38KI7QWZTCYXT?ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,this thing was awesome and pretty much did everything you would want but after the update absolutely nothing works i contacted support and was surprised at how little help i received hopefully things will get better but at the moment all video streaming apps do not work i would recommend another brand if you are looking for this kind of product,thing awesome pretty much everything would want update absolutely nothing works contacted support surprised little help received hopefully things get better moment video streaming apps work would recommend another brand looking kind product,thing awesom pretti much everyth would want updat absolut noth work contact support surpris littl help receiv hope thing get better moment video stream app work would recommend anoth brand look kind product
244,244,RWG77KXHQSDVJ,Great!,Some features do not work outside American Continent!,https://www.amazon.com/gp/customer-reviews/RWG77KXHQSDVJ?ASIN=B08G9TJWW9,4,True,,2021,12,O.S.10.5,i ve had many roku devices over the years and have a tcl roku tv in the bedroom the screens haven t changed much over time the home screen remains wonderfully boring it s a stagnant display of my apps with an ad on the right side such an improvement over the fire k stick which i stopped using due to the overwhelming annoying barrage of advertising it s simply functional the picture quality of this device is fine equal to the fire stick the voice search is better than the fire but i have daily issues with the sound the most frequent issue is static sometimes there are noises that sound like my cat scratching at the glass storm door occasionally there s no sound at all i have tried changing sound settings and have used different hdmi cables but that hasn t helped going into settings and doing a restart temporarily resolves the problem but it s annoying to stop what i m watching to reboot the roku my audio is via a sony ht x f sound bar i haven t had this issue with other devices i subscribe to youtube tv which is not supported natively via the roku presently you have to go into the youtube app and then select tv from the youtube menu it s currently a minor inconvenience but if you re a youtube tv subscriber you wish to check the status of the dispute between the companies before purchasing the ultra update the audio issue has resolved and i no longer have to regularly reboot the device and roku has come to an agreement with google so both the youtube and the youtubetv apps are available and work just fine i ve programmed the button to go directly to youtubetv and it s very convenient i am completely happy with this device makes cutting the cord simple convenient,many devices years tcl bedroom screens changed much time home screen remains wonderfully boring stagnant display apps ad right side improvement fire k stick stopped using due overwhelming annoying barrage advertising simply functional picture quality device fine equal fire stick voice search better fire daily issues sound frequent issue static sometimes noises sound like cat scratching glass storm door occasionally sound tried changing sound settings used different hdmi cables helped going settings restart temporarily resolves problem annoying stop watching reboot audio via sony ht x f sound bar issue devices subscribe youtube supported natively via presently go youtube app select youtube menu currently minor inconvenience youtube subscriber wish check status dispute companies purchasing ultra update audio issue resolved longer regularly reboot device come agreement google youtube youtubetv apps available work fine programmed button go directly youtubetv convenient completely happy device makes cutting cord simple convenient,mani devic year tcl bedroom screen chang much time home screen remain wonder bore stagnant display app ad right side improv fire k stick stop use due overwhelm annoy barrag advertis simpli function pictur qualiti devic fine equal fire stick voic search better fire daili issu sound frequent issu static sometim nois sound like cat scratch glass storm door occasion sound tri chang sound set use differ hdmi cabl help go set restart temporarili resolv problem annoy stop watch reboot audio via soni ht x f sound bar issu devic subscrib youtub support nativ via present go youtub app select youtub menu current minor inconveni youtub subscrib wish check statu disput compani purchas ultra updat audio issu resolv longer regularli reboot devic come agreement googl youtub youtubetv app avail work fine program button go directli youtubetv conveni complet happi devic make cut cord simpl conveni
245,245,R1VNC4G6DY2EN0,Device freezes all the time and looses connection to TV,"After about a month, the Roku devices (I bought several) freeze continuously and loose their connection to the TV. Roku is not the way to go!",https://www.amazon.com/gp/customer-reviews/R1VNC4G6DY2EN0?ASIN=B08G9TJWW9,1,True,,2021,12,O.S.10.5,this was easy to setup and had us streaming with a strong signal great product and nice price,easy setup us streaming strong signal great product nice price,easi setup us stream strong signal great product nice price
246,246,R2H7RZGH5FDYPJ,A streamer that reads 4TB hard drives,"I was look for a streamer that has old programs and who read a hard drive. This Roku has IMDB, Pluto and Roku channels for programs and movies from the past and it will actually read 2TB and (partitioned) 4TB portable hard drives. I was looking for something that I could use if my aged Patriot Box Office stopped working. However, this Roku will not read AVI files. It was fine with mp4, flv, and mkv files. It does have a probably with a few of my mp4 files but I do not know the differentiating factor that causes the problem since it reads most of them. Since the box recognizes what TV I attached to it, I have a feeling it is also gathering a lot more inforamtion about my use of the box in order to make some money from using it. I guess since I cannot skip the ads, it does not know which ones I watch and I ones I ignore. At least its ads are not as depressing as the commercials on OTA old program channels. Those commercials seem to be aimed at drugs you need now or will need in your lifetime. It is 12ember 5th, so all the Medicare open season commercials disappear until the next open in 01uary (assuming that the 2nd open season will happen again).",https://www.amazon.com/gp/customer-reviews/R2H7RZGH5FDYPJ?ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,i picked this and bought from roku store thinking i was getting the latest model rw released in sept what i got was the x model released in sept what a bait and switch with eption,picked bought store thinking getting latest model rw released sept got x model released sept bait switch eption,pick bought store think get latest model rw releas sept got x model releas sept bait switch eption
247,247,R1OHONOR3X7TNX,Uncontrolled volume on its own.  Remote did not respond. Unable to power off.,I liked the quality of the streaming. After about 85 days the volume went down uncontrolled and could not use remote for volume or power.,https://www.amazon.com/gp/customer-reviews/R1OHONOR3X7TNX?ASIN=B08G9TJWW9,2,True,,2021,12,O.S.10.5,i bought the product from usa via amazon com it was delivered to me in days including customs also thank you amazon for this quick turnaround i installed the product immediately i have enabled the apps in it sound and picture colors are excellent although my tv is p it has a very nice color gamut i can t think of tvs with k hdr display,bought product usa via com delivered days including customs also thank quick turnaround installed product immediately enabled apps sound picture colors excellent although p nice color gamut think tvs k hdr display,bought product usa via com deliv day includ custom also thank quick turnaround instal product immedi enabl app sound pictur color excel although p nice color gamut think tv k hdr display
248,248,RFR4HZIXQA1AJ,Chews up batteries,The remote goes through batteries in less than a week. They will last a little longer if you unplug the headphones when not in use.,https://www.amazon.com/gp/customer-reviews/RFR4HZIXQA1AJ?ASIN=B08G9TJWW9,1,True,2.0,2021,12,O.S.10.5,i have roku k tvs my fourth tv is android i also wanted roku on the newest tv the stream stick i already owned did not get along well with my wifi the ultra is connected by ethernet things are working great,k tvs fourth android also wanted newest stream stick already owned get along well wifi ultra connected ethernet things working great,k tv fourth android also want newest stream stick alreadi own get along well wifi ultra connect ethernet thing work great
249,249,R15WE24T9JT3DA,Keeps losing internet connection,"This unit produces a great picture and sound. However, I only gave 3 Stars as we have had issues with internet connection. Every time we turn the unit on, we have to reset the connection. We have also had streaming issues during times when our internet speeds are very good.",https://www.amazon.com/gp/customer-reviews/R15WE24T9JT3DA?ASIN=B08G9TJWW9,3,True,,2021,12,O.S.10.5,purchased ultra as way to listen while others in room read or whatever started with audio issues restart was required daily then updates would not work for some apps reached out to roku for help to fix by phone they said to send it in was sent fedex shows delivered been waiting sooo long multiple emails to roku support staff they have refused to email us an update we are out,purchased ultra way listen others room read whatever started audio issues restart required daily updates would work apps reached help fix phone said send sent fedex shows delivered waiting sooo long multiple emails support staff refused email us update,purchas ultra way listen other room read whatev start audio issu restart requir daili updat would work app reach help fix phone said send sent fedex show deliv wait sooo long multipl email support staff refus email us updat
250,250,R14PWN23KZ3GA3,Flawed streaming box,"This should be the one-stop answer to all your streaming needs - but it's dogged by technical issues. The upside is that Roku has all the apps you'll ever need, and the user interface and remote are intuitive and straightforward. A principal reason for buying it was that's one of the few devices that allows a hard-wired ethernet connection to a router, so doesn't rely on a wireless signal. Streaming quality is good, through streams of live broadcasts are not as smooth as watching on cable or over an antenna. Now to the technical issues. First, the box crashes every few days: you're left with just a purple screen and no combination of keys on the remote will fix the crash. You have to get up, pull out the power cord and reinsert it, then the Roku will reboot. Second, every 20-30 minutes there is a momentary signal loss between the Roku and the TV. Suddenly, the screen goes black and the sound disappears for a second, then the signal comes back. This is an issue which others have mentioned on Roku-related forums. It's not an internet problem: everything else works fine and as mentioned, I'm connected by ethernet. I've tried changing the TV input used, and the HDMI cable. Nothing stops this happening: a second of total signal loss every 20-30 minutes. This makes viewing on this box extremely irritating. I'd recommend against it: if you want a Roku, choose instead the 4K streaming stick for about seventy bucks less. But I've found that the best streaming quality of all (for 1080p) comes from using a basic cheap Google Chromecast and casting to it using streaming apps downloaded to my iPhone.",https://www.amazon.com/gp/customer-reviews/R14PWN23KZ3GA3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,3,True,2.0,2021,12,O.S.10.5,yes i know how to troubleshoot wifi nuff said,yes know troubleshoot wifi nuff said,ye know troubleshoot wifi nuff said
251,251,R24MF9LXGZ9C5L,Good for county use,Good as cable,https://www.amazon.com/gp/customer-reviews/R24MF9LXGZ9C5L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,a newly added mute button on the side is perfect we ve long been wanting it,newly added mute button side perfect long wanting,newli ad mute button side perfect long want
252,252,R2BNGGEA112O42,Not user friendly at all,It works and works pretty good. The setup and user interface are absolutely awful making it almost unusable. My basic Amazon stick and remote are much better. ALSO IF YOU PLAN ON USING A SEPARATE SOUND BAR THE REMOTE WILL NOT SUPPORT IT. Roku states this after you spend 2 hours trying to figure it out. Again my $20 stick can control my sound bar. Roku is obviously second rate to the many other options.,https://www.amazon.com/gp/customer-reviews/R2BNGGEA112O42/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,2,True,,2021,12,O.S.10.5,the ultra keeps hanging up with error messages i have to reset the unit to work now lately i can t get the ultra to power on with the remote i manually power on with the side button on the unit previously had express units that worked fine no problems for past years thought i would upgrade to a faster processor the ultra is very disappointing,ultra keeps hanging error messages reset unit work lately get ultra power remote manually power side button unit previously express units worked fine problems past years thought would upgrade faster processor ultra disappointing,ultra keep hang error messag reset unit work late get ultra power remot manual power side button unit previous express unit work fine problem past year thought would upgrad faster processor ultra disappoint
253,253,R2RCPU8KGQZP8M,Works Great!,WorksGreat!,https://www.amazon.com/gp/customer-reviews/R2RCPU8KGQZP8M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,i m impressed how this ultra sounds and performance pretty well i recommend i just bought another one for my samsung tv the k stick and also make me smile lots of options and double vision and all the xtras make roku my favorite electronic toy keep the good work roku,impressed ultra sounds performance pretty well recommend bought another one samsung k stick also make smile lots options double vision xtras make favorite electronic toy keep good work,impress ultra sound perform pretti well recommend bought anoth one samsung k stick also make smile lot option doubl vision xtra make favorit electron toy keep good work
254,254,RETS8ZH4IAGQ5,Great update from Roku 2 from 2014,"I couldn’t access some programs because our Roku 2 from 2014 was outdated. This Ultra was easy to hook up, sync with Wi Fi, and just easy to use. Day 1 and very happy with the updated version.**update**12/6-having a few hiccups on involuntary shrinking screen and this morning could not access at all. Could be operator errors, but a pain! All worked out and just hoping not a repeat issue.",https://www.amazon.com/gp/customer-reviews/RETS8ZH4IAGQ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,less than a week from the one year k and the remote has completely stopped working my apps are glitching and the roku turns on on its own i d hoped this would be a quality product meant to last longer than months,less week one year k remote completely stopped working apps glitching turns hoped would quality product meant last longer months,less week one year k remot complet stop work app glitch turn hope would qualiti product meant last longer month
255,255,R121WC5YHKNXNM,Fast! Sleek! Quick setup!,"This is the one you want. The processor is super quick. Installing apps automatic when you already have a Roku account as it brings over your login and password credentials. Navigation of the menu is Poppin! Fast and smooth! Buy this one, it rocks!",https://www.amazon.com/gp/customer-reviews/R121WC5YHKNXNM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,i used the roku voice feature to select a movie it offered amazon prime as a source a channel i already had in my roku selections but it wanted me to register my device and displayed a code i googled amazon com mytv using my voice including the slash and clicked on what i realize now was an ad i entered the code on the website that appeared and it said to call a number to activate my code the not u s accent scammer on the other end asked for my amazon password no way i should have asked for hers even though i told them i had a yearly prime subscription they said that was only a basic subscription and wanted for the video use for years i hung up the right way i should have gone to the exact website by keyboarding it in which you won t reach without the slash k before mytv but you will get lots of ads that included the scammer also if your cable company like comcast xfinity already enables prime not using roku for prime videos is a separate way to view your programs this warning applies to all ads at the top of google searches that aren t the actual website you re seeking they be scammers i hope this helps you,used voice feature select movie offered prime source channel already selections wanted register device displayed code googled com mytv using voice including slash clicked realize ad entered code website appeared said call number activate code u accent scammer end asked password way asked even though told yearly prime subscription said basic subscription wanted video use years hung right way gone exact website keyboarding reach without slash k mytv get lots ads included scammer also cable company like comcast xfinity already enables prime using prime videos separate way view programs warning applies ads top google searches actual website seeking scammers hope helps,use voic featur select movi offer prime sourc channel alreadi select want regist devic display code googl com mytv use voic includ slash click realiz ad enter code websit appear said call number activ code u accent scammer end ask password way ask even though told yearli prime subscript said basic subscript want video use year hung right way gone exact websit keyboard reach without slash k mytv get lot ad includ scammer also cabl compani like comcast xfiniti alreadi enabl prime use prime video separ way view program warn appli ad top googl search actual websit seek scammer hope help
256,256,R2Y3K0LS4ZJP36,remote is garbage,"remote is horrible, does whatever it wants depending on how it feels, sometimes you go to push volume down, it goes in hi speed reverse, push play it will shut off... stupid little things like that",https://www.amazon.com/gp/customer-reviews/R2Y3K0LS4ZJP36/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,3,True,,2021,12,O.S.10.5,for me just to hard to deal with i would not ever reccommend this device to anyone,hard deal would ever reccommend device anyone,hard deal would ever reccommend devic anyon
257,257,R3RMFK0YT3PN0M,Works great,"Bought this to replace a Roku Express (which is garbage). The Ultra works great and never glitches out on me. Easy to setup, easy to use, works will with WiFi.",https://www.amazon.com/gp/customer-reviews/R3RMFK0YT3PN0M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2021,12,O.S.10.5,here is what i experienced with this product and it is exactly what u will go thru to bought roku worked great and loved it so much we bought another months later both working great without warning day we tried using both of them and they absolutely would not work researched it and found roku s software updates rendered the devices broken we all know that these companies and their so called updates are actually what causes the problems most times in the first place this is exactly why i have turned off windows updates many years ago and i have had zero problems since for rokue this would not have been a deal breaker type of problem with the simple ability to disable auto updates or at minimum a roll back option with roku u have neither therefore they break your product and u have no recourse as there return policy is very short roku is very aware of this and are still selling this product anyway that is fraud go to their forums and u will see the hdcp error thread with many people all corroborating what i have said there there fix is to unplug all of the cables from the roku and the tv every single time u want to use it if that even fixes it it will last for an hour or day like many on their forum we have tried different ports different tv s and different hdmi cables this is a software firmware issue roku not only lost us forever as a customer i now will actively try to take away as much business as i can from them to protect fellow potential victims firestick is ok but at least it works roku is just incapable of working,experienced product exactly u go thru bought worked great loved much bought another months later working great without warning day tried using absolutely would work researched found software updates rendered devices broken know companies called updates actually causes problems times first place exactly turned windows updates many years ago zero problems since rokue would deal breaker type problem simple ability disable auto updates minimum roll back option u neither therefore break product u recourse return policy short aware still selling product anyway fraud go forums u see hdcp error thread many people corroborating said fix unplug cables every single time u want use even fixes last hour day like many forum tried different ports different different hdmi cables software firmware issue lost us forever customer actively try take away much business protect fellow potential victims firestick ok least works incapable working,experienc product exactli u go thru bought work great love much bought anoth month later work great without warn day tri use absolut would work research found softwar updat render devic broken know compani call updat actual caus problem time first place exactli turn window updat mani year ago zero problem sinc roku would deal breaker type problem simpl abil disabl auto updat minimum roll back option u neither therefor break product u recours return polici short awar still sell product anyway fraud go forum u see hdcp error thread mani peopl corrobor said fix unplug cabl everi singl time u want use even fix last hour day like mani forum tri differ port differ differ hdmi cabl softwar firmwar issu lost us forev custom activ tri take away much busi protect fellow potenti victim firestick ok least work incap work
258,258,R3D934XZQTW49Q,A big step up from a firestick.,"The Roku ultra is amazing compared to the firestick. I got the ultra because I wanted to be hardwired to my router and use all of my bandwidth when streaming. And the difference is amazing. No more loading screens. No more waiting for shows or menus to populate. Additionally the Roku ultra does not suffer from the software issues that I've had with every firestick that I've tried. No more frozen screens. No more hang ups due to memory errors. No more crashing back to the menu mid stream. No more ""check back later"" errors. No more errors forcing me to restart my device. The Roku ultra has been smooth sailing since day one. It controlled my sound bar without any set up required. I don't use the voice controls but the two favorite buttons do come in handy. Fingers crossed that it continues to function this well. I was thinking about getting a new tv. But getting the ultra and a new soundbar has made all the difference. It was surprising to me how much of a difference the Roku ultra made. I'm very happy with my viewing experience now.",https://www.amazon.com/gp/customer-reviews/R3D934XZQTW49Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2021,11,O.S.10.5,a little more pricey than other roku models but has everything i need never had a problem with the wired units on quality or buffering,little pricey models everything need never problem wired units quality buffering,littl pricey model everyth need never problem wire unit qualiti buffer
